rank,source_family_id,pmcid,decision,exception_reason,priority_score,missing_review_fields,observation_locator_count,cell_state_tags,modality_tags,mechanics_tags
32,doi:10.1038/s42003-025-09328-6,PMC12804834,manual_priority,NONE,23,affiliation_resolved_lab_group;independent_replication_check,9,differentiating;fibroblast;neural;stem_progenitor,afm;flow_cytometry;pcr;western_blot,stiffness_modulus;strain_deformation
33,doi:10.1038/s42003-026-09843-0,PMC13106796,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,8,migrating;mitotic,optical_tweezers;piv,stiffness_modulus;strain_deformation
34,doi:10.1038/s42255-025-01332-8,PMC12373511,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,14,apoptotic;differentiating;immune;muscle;stem_progenitor,afm;flow_cytometry;immunofluorescence;pcr;western_blot,strain_deformation
35,doi:10.1038/s44318-024-00173-7,PMC11535515,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,14,cancer_tumor;differentiating;epithelial;immune;migrating;mitotic;stem_progenitor,afm;flow_cytometry;immunofluorescence;live_cell_imaging;western_blot,membrane_tension;pressure;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
36,doi:10.1083/jcb.201210152,PMC3691458,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,12,apoptotic;cancer_tumor;immune;migrating;mitotic,afm;flow_cytometry;immunofluorescence;live_cell_imaging;western_blot,migration_speed;stiffness_modulus;strain_deformation;traction_force
37,doi:10.1083/jcb.202504025,PMC12818104,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,20,epithelial;fibroblast;immune;migrating,flow_cytometry;live_cell_imaging;western_blot,migration_speed;strain_deformation
38,doi:10.1096/fj.202401558rr,PMC12124425,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,11,apoptotic;differentiating,immunofluorescence;pcr;western_blot,viscosity_viscoelasticity
39,doi:10.1126/sciadv.adw5786,PMC12266117,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,5,differentiating,immunofluorescence;pcr,stiffness_modulus;strain_deformation
40,doi:10.1126/sciadv.aed9613,PMC13170623,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,4,cancer_tumor;migrating;mitotic,live_cell_imaging,membrane_tension;stiffness_modulus;viscosity_viscoelasticity
41,doi:10.1177/20417314251394126,PMC12681588,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,9,cancer_tumor;differentiating;epithelial;migrating,immunofluorescence;live_cell_imaging;piv;traction_force_microscopy;western_blot,membrane_tension;migration_speed;strain_deformation;traction_force
42,doi:10.1186/s12964-025-02526-z,PMC12659518,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,9,cancer_tumor;epithelial;immune;migrating;stem_progenitor,immunofluorescence;western_blot,stiffness_modulus
43,doi:10.1186/s12964-026-02873-5,PMC13217683,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,12,apoptotic;cancer_tumor;differentiating;epithelial;fibroblast;immune;migrating;stem_progenitor,pcr;western_blot,migration_speed
44,doi:10.1371/journal.pbio.1002474,PMC4900667,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,8,differentiating;epithelial;immune;migrating,afm;flow_cytometry;immunofluorescence;western_blot,membrane_tension;migration_speed;viscosity_viscoelasticity
45,doi:10.1371/journal.ppat.1013873,PMC12818678,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,6,differentiating;fibroblast,afm;western_blot,membrane_tension;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
46,doi:10.26508/lsa.202503602,PMC12967895,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,10,apoptotic;fibroblast,afm;flow_cytometry,stiffness_modulus
47,doi:10.3390/biomimetics11020095,PMC12938487,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,10,immune,afm,adhesion_force
48,doi:10.34133/research.1067,PMC12824097,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,6,epithelial;immune,flow_cytometry;live_cell_imaging;pcr,membrane_tension;strain_deformation;viscosity_viscoelasticity
49,doi:10.7554/elife.39356,PMC6333438,manual_priority,NONE,23,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,14,mitotic,afm,stiffness_modulus;strain_deformation
50,doi:10.1002/adma.202408616,PMC11938001,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,6,differentiating;fibroblast;stem_progenitor,immunofluorescence,stiffness_modulus;strain_deformation;viscosity_viscoelasticity
51,doi:10.1002/advs.202503569,PMC12442610,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,6,cancer_tumor;epithelial;migrating,afm;live_cell_imaging;piv;traction_force_microscopy;western_blot,membrane_tension;migration_speed;stiffness_modulus;strain_deformation;traction_force;viscosity_viscoelasticity
52,doi:10.1002/advs.202516423,PMC13137838,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,12,apoptotic;epithelial;migrating,immunofluorescence;live_cell_imaging;western_blot,migration_speed;strain_deformation;viscosity_viscoelasticity
53,doi:10.1002/mco2.70650,PMC13042470,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,7,differentiating;mitotic;stem_progenitor,flow_cytometry;pcr;western_blot,viscosity_viscoelasticity
54,doi:10.1016/j.isci.2021.103482,PMC8649806,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,6,apoptotic,afm,cell_volume;pressure;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
55,doi:10.1016/j.isci.2025.113317,PMC12410407,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,12,apoptotic;differentiating;epithelial;fibroblast;migrating,afm;flow_cytometry;immunofluorescence;live_cell_imaging;pcr;single_cell_sequencing;western_blot,stiffness_modulus;strain_deformation;traction_force
56,doi:10.1016/j.jbc.2025.111093,PMC12853782,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,5,immune,flow_cytometry;western_blot,strain_deformation
57,doi:10.1016/j.xcrm.2026.102781,PMC13198242,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,8,differentiating;immune;neural,flow_cytometry;pcr;western_blot,cell_volume;strain_deformation
58,doi:10.1038/s41392-025-02450-1,PMC12572652,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,16,apoptotic;immune;muscle;neural,western_blot,strain_deformation
59,doi:10.1038/s41467-017-01145-8,PMC5715111,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,6,apoptotic;epithelial,afm;immunofluorescence;western_blot,cell_volume;cortical_tension;membrane_tension;pressure;viscosity_viscoelasticity
60,doi:10.1038/s41467-019-11325-3,PMC6662827,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,11,apoptotic;differentiating;epithelial;mitotic;stem_progenitor,afm;immunofluorescence;live_cell_imaging;pcr;piv;western_blot,cortical_tension;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
61,doi:10.1038/s41467-024-48086-7,PMC11069511,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,7,fibroblast,micropipette_aspiration;optical_tweezers,membrane_tension
62,doi:10.1038/s41467-025-60062-3,PMC12103621,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,6,apoptotic;cancer_tumor;migrating,afm;immunofluorescence,migration_speed;strain_deformation;viscosity_viscoelasticity
63,doi:10.1038/s41467-025-64124-4,PMC12514153,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,10,epithelial;muscle,immunofluorescence;western_blot,stiffness_modulus;strain_deformation
64,doi:10.1038/s41467-026-68547-5,PMC12920898,manual_priority,NONE,22,affiliation_resolved_lab_group;exclusions;independent_replication_check,10,cancer_tumor;differentiating;fibroblast;immune;stem_progenitor,flow_cytometry;optical_tweezers;western_blot,membrane_tension;strain_deformation;viscosity_viscoelasticity
65,doi:10.1038/s41467-026-70395-2,PMC13125569,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,11,differentiating;epithelial;fibroblast;immune;muscle;stem_progenitor,immunofluorescence;pcr;traction_force_microscopy,stiffness_modulus;strain_deformation;traction_force;viscosity_viscoelasticity
66,doi:10.1038/s41467-026-70463-7,PMC13111603,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,9,apoptotic;differentiating;immune;muscle,flow_cytometry;immunofluorescence;western_blot,cell_volume
67,doi:10.1038/s41467-026-70518-9,PMC13181009,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,13,cancer_tumor;differentiating;epithelial;migrating,afm;immunofluorescence;pcr;western_blot,viscosity_viscoelasticity
68,doi:10.1038/s41563-019-0567-1,PMC7260055,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,8,differentiating;fibroblast,immunofluorescence;magnetic_tweezers;pcr;western_blot,strain_deformation;viscosity_viscoelasticity
69,doi:10.1038/s41586-018-0444-0,PMC6128698,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,25,differentiating;mitotic,afm;immunofluorescence;pcr;western_blot,stiffness_modulus;strain_deformation
70,doi:10.1038/s41586-026-10398-7,PMC13233326,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;measurement_modality,11,migrating;mitotic;muscle,,membrane_tension;strain_deformation
71,doi:10.1038/s41598-017-07220-w,PMC5532264,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,6,immune,afm;flow_cytometry,adhesion_force;strain_deformation
72,doi:10.1038/s42003-024-06327-x,PMC11144229,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,9,apoptotic;cancer_tumor;differentiating;immune,flow_cytometry,strain_deformation;viscosity_viscoelasticity
73,doi:10.1038/s44318-026-00771-7,PMC13226717,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,17,epithelial;migrating;mitotic;muscle;stem_progenitor,afm;pcr,membrane_tension;stiffness_modulus;strain_deformation;traction_force
74,doi:10.1073/pnas.2521253123,PMC12956887,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,5,apoptotic,afm;flow_cytometry;immunofluorescence;live_cell_imaging;western_blot,strain_deformation;viscosity_viscoelasticity
75,doi:10.1088/1758-5090/ae235a,PMC12709583,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,5,apoptotic;migrating,afm,strain_deformation
76,doi:10.1111/cpr.13746,PMC11839199,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,8,apoptotic;differentiating;stem_progenitor,afm;flow_cytometry;immunofluorescence;pcr,stiffness_modulus
77,doi:10.1126/sciadv.aeg0950,PMC13189103,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,4,migrating,piv,viscosity_viscoelasticity
78,doi:10.1186/s13287-018-1103-y,PMC6329065,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,6,apoptotic;differentiating;epithelial;immune;stem_progenitor,flow_cytometry;immunofluorescence;western_blot,cell_volume;membrane_tension;stiffness_modulus;strain_deformation
79,doi:10.1242/jcs.264128,PMC12863306,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,8,differentiating;epithelial;migrating;mitotic;muscle,immunofluorescence;micropipette_aspiration;pcr;western_blot,cortical_tension;membrane_tension;strain_deformation;viscosity_viscoelasticity
80,doi:10.1371/journal.pntd.0014141,PMC13075791,manual_priority,NONE,22,affiliation_resolved_lab_group;correction_retraction_check;exclusions;independent_replication_check,5,differentiating;immune,immunofluorescence;pcr;western_blot,cell_volume;strain_deformation
81,doi:10.3390/ijms25073726,PMC11011295,manual_priority,NONE,22,affiliation_resolved_lab_group;exclusions;independent_replication_check,7,epithelial,afm;immunofluorescence;piv;traction_force_microscopy;western_blot,stiffness_modulus;strain_deformation;traction_force;viscosity_viscoelasticity
82,doi:10.1002/adma.202505965,PMC12921338,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,7,cancer_tumor;differentiating;epithelial;immune;migrating;stem_progenitor,flow_cytometry,stiffness_modulus;strain_deformation
83,doi:10.1002/advs.202401127,PMC11848607,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,14,apoptotic;cancer_tumor;differentiating;immune;migrating;neural,flow_cytometry;immunofluorescence;pcr;western_blot,strain_deformation
84,doi:10.1002/advs.202515497,PMC12915117,manual_priority,NONE,21,affiliation_resolved_lab_group;cell_type_state;exclusions;independent_replication_check,7,,afm;traction_force_microscopy,stiffness_modulus;strain_deformation;traction_force
85,doi:10.1002/advs.202515847,PMC13285159,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,10,cancer_tumor;differentiating;immune,flow_cytometry;immunofluorescence;pcr;western_blot,membrane_tension;strain_deformation
86,doi:10.1002/advs.202517631,PMC13285145,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,9,apoptotic;cancer_tumor;differentiating;epithelial;fibroblast;migrating;muscle,immunofluorescence;live_cell_imaging,strain_deformation
87,doi:10.1002/advs.202519109,PMC13045404,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;independent_replication_check,11,cancer_tumor,afm;immunofluorescence;pcr;western_blot,membrane_tension;stiffness_modulus;strain_deformation;viscosity_viscoelasticity
88,doi:10.1002/cam4.71059,PMC12264578,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,3,apoptotic;cancer_tumor;differentiating;epithelial;fibroblast,flow_cytometry;immunofluorescence;pcr;western_blot,stiffness_modulus
89,doi:10.1007/s00018-026-06215-z,PMC13190896,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,5,apoptotic;epithelial;migrating,flow_cytometry;pcr;western_blot,
90,doi:10.1007/s10456-025-10022-8,PMC12717152,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,5,epithelial;migrating,immunofluorescence;western_blot,
91,doi:10.1007/s10456-026-10042-y,PMC13186828,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,4,apoptotic;cancer_tumor;differentiating;epithelial;immune;muscle,flow_cytometry;immunofluorescence;pcr;single_cell_sequencing;western_blot,strain_deformation
92,doi:10.1016/j.crmeth.2026.101307,PMC12946747,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,8,cancer_tumor;differentiating;immune;migrating;muscle,flow_cytometry,cell_volume;migration_speed
93,doi:10.1016/j.isci.2025.112676,PMC12164020,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,8,apoptotic;cancer_tumor;epithelial;fibroblast;migrating;muscle;stem_progenitor,afm;flow_cytometry;pcr;piv;traction_force_microscopy,migration_speed;stiffness_modulus;strain_deformation;traction_force
94,doi:10.1016/j.isci.2025.114477,PMC12814695,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,8,apoptotic;epithelial;mitotic,flow_cytometry;immunofluorescence;western_blot,membrane_tension;strain_deformation
95,doi:10.1016/j.isci.2026.114997,PMC12962170,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,5,apoptotic;differentiating;neural;stem_progenitor,immunofluorescence;pcr;single_cell_sequencing,
96,doi:10.1016/j.isci.2026.115209,PMC13018890,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,7,migrating;neural,afm;pcr,membrane_tension;strain_deformation
97,doi:10.1016/j.isci.2026.115495,PMC13091545,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,7,apoptotic;differentiating;epithelial;fibroblast;migrating;muscle;stem_progenitor,immunofluorescence;pcr;western_blot,
98,doi:10.1016/j.isci.2026.115659,PMC13137216,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,apoptotic;epithelial;muscle;stem_progenitor,flow_cytometry;immunofluorescence;western_blot,cell_volume;strain_deformation;viscosity_viscoelasticity
99,doi:10.1016/j.jvssci.2025.100394,PMC12648979,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,fibroblast;immune;muscle,immunofluorescence,stiffness_modulus;strain_deformation
100,doi:10.1016/j.mbm.2026.100178,PMC12995898,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,4,differentiating;epithelial;migrating;neural;stem_progenitor,afm;immunofluorescence;live_cell_imaging;pcr,membrane_tension;traction_force
101,doi:10.1016/j.mtbio.2026.102883,PMC12906116,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,7,differentiating;epithelial;muscle,flow_cytometry;immunofluorescence,membrane_tension;strain_deformation;viscosity_viscoelasticity
102,doi:10.1016/j.mtbio.2026.102985,PMC12995504,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,9,differentiating;mitotic;stem_progenitor,flow_cytometry;immunofluorescence;pcr,strain_deformation;viscosity_viscoelasticity
103,doi:10.1021/acsnano.8b06998,PMC6439438,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,apoptotic;differentiating;stem_progenitor,immunofluorescence;live_cell_imaging;pcr;western_blot,strain_deformation
104,doi:10.1038/ncomms15206,PMC5442321,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,11,cancer_tumor;differentiating;epithelial;stem_progenitor,afm;flow_cytometry;immunofluorescence;pcr;western_blot,stiffness_modulus
105,doi:10.1038/ncomms8159,PMC4490570,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check;source_data,7,mitotic;stem_progenitor,live_cell_imaging;optical_tweezers,strain_deformation;viscosity_viscoelasticity
106,doi:10.1038/s41467-017-01170-7,PMC5665913,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,10,differentiating;epithelial,afm;immunofluorescence;traction_force_microscopy;western_blot,cortical_tension;strain_deformation;traction_force
107,doi:10.1038/s41467-018-03959-6,PMC5904183,manual_priority,NONE,21,affiliation_resolved_lab_group;correction_retraction_check;independent_replication_check,9,differentiating;migrating;mitotic;stem_progenitor,afm;flow_cytometry;immunofluorescence;pcr;western_blot,
108,doi:10.1038/s41467-019-09746-1,PMC6470137,manual_priority,NONE,21,affiliation_resolved_lab_group;calibration;correction_retraction_check;independent_replication_check,6,differentiating;muscle;stem_progenitor,afm;flow_cytometry;immunofluorescence;pcr;western_blot,strain_deformation
