journal,candidate_count,earliest_year,latest_year,metric_name,metric_value,metric_year,metric_source,verified_at,status
Frontiers in cell and developmental biology,5,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in pharmacology,5,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of ethnopharmacology,5,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
MedComm,5,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
STAR protocols,5,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of biological chemistry,5,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
ACS applied materials & interfaces,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Angiogenesis,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochimica et biophysica acta. Molecular cell research,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Biofabrication,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biology of reproduction,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Biomolecules,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cardiovascular research,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell death discovery,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell reports,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Clinical science (London, England : 1979)",4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current neuropharmacology,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Ecotoxicology and environmental safety,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
European journal of pharmacology,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Handbook of experimental pharmacology,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Inflammation,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Journal of applied physiology (Bethesda, Md. : 1985)",4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of neuroinflammation,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular cancer,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular immunology,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Stem cell research & therapy,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
eLife,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Advanced materials (Deerfield Beach, Fla.)",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of physiology. Lung cellular and molecular physiology,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Anticancer research,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Antioxidants (Basel, Switzerland)",3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Apoptosis : an international journal on programmed cell death,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Bio-protocol,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Bioengineering (Basel, Switzerland)",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Biomedical materials (Bristol, England)",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biosensors & bioelectronics,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Blood,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Brain : a journal of neurology,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell biochemistry and function,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cellular & molecular biology letters,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Current medicinal chemistry,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of medical sciences,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of Alzheimer's disease : JAD,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of cardiothoracic surgery,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of neurochemistry,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of the mechanical behavior of biomedical materials,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Methods in molecular biology (Clifton, N.J.)",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular medicine reports,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular neurobiology,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Neuron,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Pathology, research and practice",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Pflugers Archiv : European journal of physiology,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Redox biology,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Signal transduction and targeted therapy,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Small (Weinheim an der Bergstrasse, Germany)",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of general physiology,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Translational oncology,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Translational research : the journal of laboratory and clinical medicine,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
ACS biomaterials science & engineering,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Advances in neurobiology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Aging cell,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of physiology. Cell physiology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of physiology. Heart and circulatory physiology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Animal models and experimental medicine,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Arthritis & rheumatology (Hoboken, N.J.)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Autoimmunity reviews,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC biology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Bioactive materials,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochemical genetics,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochimica et biophysica acta. General subjects,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biological procedures online,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biology direct,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biomaterials research,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Breast cancer research : BCR,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
British journal of pharmacology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer cell international,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer discovery,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer genomics & proteomics,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer immunology research,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer science,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancers,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell & bioscience,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell metabolism,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell proliferation,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell reports. Medicine,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell stem cell,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Circulation research,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Clinical and experimental pharmacology & physiology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Clinical and translational medicine,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Critical reviews in oncology/hematology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current cancer drug targets,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Developmental cell,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Developmental dynamics : an official publication of the American Association of Anatomists,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Diabetes,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Diabetes & metabolism journal,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Differentiation; research in biological diversity,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
EMBO molecular medicine,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Endocrine-related cancer,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
European journal of histochemistry : EJH,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Experimental physiology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Exploration of targeted anti-tumor therapy,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
FEBS open bio,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Fitoterapia,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Free radical biology & medicine,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in cellular neuroscience,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in genetics,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in medicine,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
GeroScience,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Hereditas,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Hypertension (Dallas, Tex. : 1979)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"In vivo (Athens, Greece)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of clinical oncology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal for immunotherapy of cancer,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of advanced research,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of biomechanics,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of bioscience and bioengineering,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of cellular biochemistry,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of experimental & clinical cancer research : CR,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of extracellular vesicles,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of molecular and cellular cardiology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of nanobiotechnology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of the American Heart Association,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of visualized experiments : JoVE,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Lab on a chip,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Matrix biology : journal of the International Society for Matrix Biology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular genetics and genomics : MGG,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular oncology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular psychiatry,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Molecules (Basel, Switzerland)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
NPJ microgravity,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Naunyn-Schmiedeberg's archives of pharmacology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Neural regeneration research,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Neuroscience,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Neuroscience and biobehavioral reviews,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Oncoimmunology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Oncology research,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
PeerJ,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Physiological reports,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Renal failure,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Science (New York, N.Y.)",2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Science translational medicine,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Stem cells and development,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The European journal of neuroscience,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of cell biology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of clinical investigation,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of neuroscience : the official journal of the Society for Neuroscience,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The Prostate,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The international journal of biochemistry & cell biology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Tissue & cell,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Tissue engineering. Part C, Methods",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Toxicology letters,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
World journal of urology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Zhen ci yan jiu = Acupuncture research,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
npj biomedical innovations,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
ACS omega,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
ASN neuro,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Acta biochimica et biophysica Sinica,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Acta biomaterialia,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Acta neuropathologica communications,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Acta physiologica (Oxford, England)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Advances in clinical and experimental medicine : official organ Wroclaw Medical University,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Aging and disease,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Allergy,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of cancer research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of physiology. Endocrinology and metabolism,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"American journal of physiology. Regulatory, integrative and comparative physiology",1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
American journal of physiology. Renal physiology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of respiratory and critical care medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of respiratory cell and molecular biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of translational research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Analytical chemistry,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Anatomy & cell biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Animals : an open access journal from MDPI,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Annals of clinical and translational neurology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Annals of medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Annals of the rheumatic diseases,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Applied immunohistochemistry & molecular morphology : AIMM,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Arquivos brasileiros de cardiologia,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Arthritis research & therapy,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Atherosclerosis plus,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Autophagy,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC biotechnology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC cancer,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC gastroenterology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC genomic data,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC medical genomics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC molecular and cell biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC pediatrics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Basic & clinical pharmacology & toxicology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Basic research in cardiology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochemical Society transactions,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochemistry. Biokhimiia,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochimica et biophysica acta. Reviews on cancer,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biological reviews of the Cambridge Philosophical Society,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biology open,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Biomaterials advances,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biomechanics and modeling in mechanobiology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Bioorganic chemistry,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Biophysical journal,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biophysical reviews,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Bioscience, biotechnology, and biochemistry",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Blood cancer journal,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Bone & joint research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Bone research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Brain communications,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Brain research bulletin,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Brain, behavior, and immunity",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
British journal of cancer,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Bulletin of experimental biology and medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Bulletin of mathematical biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
CNS neuroscience & therapeutics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer biology & medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer cell,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
"Cancer immunology, immunotherapy : CII",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer management and research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cardiovascular & hematological disorders drug targets,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cardiovascular diabetology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cardiovascular toxicology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Cell biology international,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell death and differentiation,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell reports methods,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell reports. Physical science,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cellular and molecular gastroenterology and hepatology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Central-European journal of immunology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Chembiochem : a European journal of chemical biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Chinese journal of natural medicines,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Chinese medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Circulation,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Circulation journal : official journal of the Japanese Circulation Society,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Circulation. Heart failure,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Clinical and experimental dental research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Clinical cancer research : an official journal of the American Association for Cancer Research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Clinical immunology (Orlando, Fla.)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Clinical laboratory,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Clinical rheumatology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cold Spring Harbor perspectives in biology,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
"Colloids and surfaces. B, Biointerfaces",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Computational and structural biotechnology journal,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Computer methods and programs in biomedicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Computer methods in biomechanics and biomedical engineering,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current allergy and asthma reports,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current eye research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current issues in molecular biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current medical science,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in cell biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in genetics & development,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current pharmaceutical design,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current problems in cardiology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current topics in medicinal chemistry,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cytotechnology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Data in brief,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Development & reproduction,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Development (Cambridge, England)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Developmental biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Diabetes research and clinical practice,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Digestive diseases and sciences,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Disease models & mechanisms,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Drug development research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Drug discovery today,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
EBioMedicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
ERJ open research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Endocrine regulations,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Epigenetics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
European heart journal,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
European heart journal. Imaging methods and practice,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
European journal of applied physiology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
European journal of nutrition,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
