journal,candidate_count,earliest_year,latest_year,metric_name,metric_value,metric_year,metric_source,verified_at,status
The Journal of physiology,7,2015,2018,JIF,,,,,pending_licensed_jcr_lookup
ACS applied materials & interfaces,6,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
"Arteriosclerosis, thrombosis, and vascular biology",6,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
BioMed research international,6,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Biomaterials,6,2016,2019,JIF,,,,,pending_licensed_jcr_lookup
Cancer cell international,6,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Circulation,6,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
"Journal of applied physiology (Bethesda, Md. : 1985)",6,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of neuroinflammation,6,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Life sciences,6,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
eLife,6,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
American journal of physiology. Heart and circulatory physiology,5,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
American journal of respiratory cell and molecular biology,5,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Breast cancer research : BCR,5,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Circulation research,5,2015,2019,JIF,,,,,pending_licensed_jcr_lookup
European journal of pharmacology,5,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in neuroscience,5,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
International immunopharmacology,5,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of clinical medicine,5,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Medical science monitor : international medical journal of experimental and clinical research,5,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
"Molecules (Basel, Switzerland)",5,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Oncogene,5,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Oncology reports,5,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Oncotarget,5,2015,2019,JIF,,,,,pending_licensed_jcr_lookup
Science translational medicine,5,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Stem cell reports,5,2015,2019,JIF,,,,,pending_licensed_jcr_lookup
Stem cell research & therapy,5,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
The Journal of clinical investigation,5,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Aging,4,2016,2019,JIF,,,,,pending_licensed_jcr_lookup
American journal of physiology. Renal physiology,4,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
BMC complementary and alternative medicine,4,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Bio-protocol,4,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cancer management and research,4,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
"Clinical science (London, England : 1979)",4,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
"Development (Cambridge, England)",4,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
EMBO reports,4,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Integrative biology : quantitative biosciences from nano to macro,4,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
International journal of oncology,4,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of biomechanical engineering,4,2016,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of cell science,4,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of experimental & clinical cancer research : CR,4,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
"Journal of immunology (Baltimore, Md. : 1950)",4,2016,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of leukocyte biology,4,2015,2019,JIF,,,,,pending_licensed_jcr_lookup
Nature neuroscience,4,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
"Neoplasia (New York, N.Y.)",4,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Neuron,4,2017,2018,JIF,,,,,pending_licensed_jcr_lookup
OncoTargets and therapy,4,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Respiratory research,4,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
"Small (Weinheim an der Bergstrasse, Germany)",4,2016,2019,JIF,,,,,pending_licensed_jcr_lookup
Toxicological sciences : an official journal of the Society of Toxicology,4,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
ACS nano,3,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Acta biochimica et biophysica Sinica,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Acta neuropathologica,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Annals of biomedical engineering,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Annals of the rheumatic diseases,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Archives of toxicology,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Biophysical journal,3,2015,2018,JIF,,,,,pending_licensed_jcr_lookup
Blood,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Cancer research,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Cell,3,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Cell communication and signaling : CCS,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
"Cell cycle (Georgetown, Tex.)",3,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Cell stem cell,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology",3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Cellular signalling,3,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Chemico-biological interactions,3,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Developmental biology,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Developmental cell,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
EBioMedicine,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
European review for medical and pharmacological sciences,3,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Experimental physiology,3,2015,2019,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in cell and developmental biology,3,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of Cancer,3,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of agricultural and food chemistry,3,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of cellular biochemistry,3,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of molecular and cellular cardiology,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of the American Heart Association,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Molecular therapy : the journal of the American Society of Gene Therapy,3,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Nature cell biology,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Neurobiology of disease,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Stem cells and development,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
The Journal of biological chemistry,3,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Theranostics,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Tissue engineering and regenerative medicine,3,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
iScience,3,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
ACS biomaterials science & engineering,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
APL bioengineering,2,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Acta histochemica,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Acta pharmacologica Sinica,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Advanced healthcare materials,2,2016,2019,JIF,,,,,pending_licensed_jcr_lookup
Advances in experimental medicine and biology,2,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
"Advances in pharmacology (San Diego, Calif.)",2,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Aging cell,2,2016,2019,JIF,,,,,pending_licensed_jcr_lookup
American journal of respiratory and critical care medicine,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
BMC ophthalmology,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Biochimica et biophysica acta. Molecular cell research,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Biomolecules & therapeutics,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
British journal of pharmacology,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
CNS neuroscience & therapeutics,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cancer cell,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Cancer medicine,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cardiovascular research,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Cell biology international,2,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Cellular and molecular bioengineering,2,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Cellular and molecular life sciences : CMLS,2,2016,2018,JIF,,,,,pending_licensed_jcr_lookup
Cellular and molecular neurobiology,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cellular immunology,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
"Cerebral cortex (New York, N.Y. : 1991)",2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Clinical epigenetics,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Current biology : CB,2,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in pharmacology,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Current stem cell reports,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
DNA and cell biology,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Differentiation; research in biological diversity,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Disease models & mechanisms,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Drug delivery,2,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Evidence-based complementary and alternative medicine : eCAM,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Experimental & molecular medicine,2,2016,2018,JIF,,,,,pending_licensed_jcr_lookup
Experimental and therapeutic medicine,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Experimental eye research,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Free radical biology & medicine,2,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Gene,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Genes,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Genes & development,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
"Hepatology (Baltimore, Md.)",2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Human cell,2,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Human molecular genetics,2,2017,2018,JIF,,,,,pending_licensed_jcr_lookup
"Hypertension (Dallas, Tex. : 1979)",2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Immunity,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
International journal of biological macromolecules,2,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
International journal of cardiology,2,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
International journal of developmental neuroscience : the official journal of the International Society for Developmental Neuroscience,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of biomedical science,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of materials chemistry. B,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of muscle research and cell motility,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of neuropathology and experimental neurology,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of the American Society of Nephrology : JASN,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Journal of translational medicine,2,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Lab on a chip,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Mechanisms of development,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Mediators of inflammation,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Medical hypotheses,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
"Microcirculation (New York, N.Y. : 1994)",2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Micromachines,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Molecular & cellular proteomics : MCP,2,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Molecular and cellular biochemistry,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Molecular and cellular biology,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Molecular and cellular endocrinology,2,2016,2019,JIF,,,,,pending_licensed_jcr_lookup
Molecular biology of the cell,2,2017,2018,JIF,,,,,pending_licensed_jcr_lookup
"Molecular medicine (Cambridge, Mass.)",2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Molecular neurobiology,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Molecular pharmaceutics,2,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Nature,2,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Neuroreport,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Neuroscience,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Neuroscience letters,2,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Science advances,2,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Science signaling,2,2017,2019,JIF,,,,,pending_licensed_jcr_lookup
Seminars in cell & developmental biology,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Skeletal muscle,2,2018,2019,JIF,,,,,pending_licensed_jcr_lookup
Stem cell reviews and reports,2,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
"Stem cells (Dayton, Ohio)",2,2015,2019,JIF,,,,,pending_licensed_jcr_lookup
Stem cells translational medicine,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
The Journal of experimental biology,2,2017,2018,JIF,,,,,pending_licensed_jcr_lookup
The Journal of nutritional biochemistry,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
The international journal of biochemistry & cell biology,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Tissue engineering. Part A,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
World journal of stem cells,2,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
ACS applied bio materials,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Acta odontologica Scandinavica,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
"Acta physiologica (Oxford, England)",1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Advanced drug delivery reviews,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
"Advanced materials (Deerfield Beach, Fla.)",1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Advances in cancer research,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
American journal of cancer research,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
American journal of obstetrics and gynecology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
American journal of physiology. Cell physiology,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
American journal of translational research,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Analytical cellular pathology (Amsterdam),1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
"Anatomical record (Hoboken, N.J. : 2007)",1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Angewandte Chemie (International ed. in English),1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Angiogenesis,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Annals of neurology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Annals of translational medicine,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Annual review of neuroscience,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Anti-cancer drugs,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Archives of biochemistry and biophysics,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Archives of pharmacal research,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
"Arthritis & rheumatology (Hoboken, N.J.)",1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Asian journal of andrology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Autophagy,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
BMC biomedical engineering,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
BMC cardiovascular disorders,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
BMC genomics,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
BMC research notes,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
BMC systems biology,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
BMC veterinary research,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Basic & clinical pharmacology & toxicology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
"BioFactors (Oxford, England)",1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Biochemical pharmacology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Biochemistry. Biokhimiia,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Biochimica et biophysica acta. Reviews on cancer,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Bioelectricity,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Bioengineered,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Biological & pharmaceutical bulletin,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Biology of reproduction,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Biomedical engineering online,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
"Biomedical materials (Bristol, England)",1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Biomicrofluidics,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Biomolecules,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Bioscience reports,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Bioscience trends,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Biotechnology and bioengineering,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Brain research bulletin,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
British journal of haematology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Bulletin of experimental biology and medicine,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Canadian journal of physiology and pharmacology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cancer biology & therapy,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cancer chemotherapy and pharmacology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cancer genomics & proteomics,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
"Cancer immunology, immunotherapy : CII",1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Cancer letters,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Cancer metastasis reviews,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Cell & bioscience,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cell death and differentiation,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cell death discovery,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Cell discovery,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Cell proliferation,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cell stress,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
"Cells, tissues, organs",1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cellular & molecular biology letters,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cellular & molecular immunology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
"Cellular and molecular biology (Noisy-le-Grand, France)",1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cellular and molecular gastroenterology and hepatology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
"Cerebellum (London, England)",1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Circulation. Heart failure,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Clinical & experimental metastasis,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Clinical and experimental immunology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
"Clinical immunology (Orlando, Fla.)",1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Clinics in chest medicine,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Communications biology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Computers in biology and medicine,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Conservation physiology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Critical care medicine,1,2016,2016,JIF,,,,,pending_licensed_jcr_lookup
Current atherosclerosis reports,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Current medicinal chemistry,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Current molecular pharmacology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Current oncology reports,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in biomedical engineering,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in organ transplantation,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in rheumatology,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Current pathobiology reports,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Current protocols in cell biology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Current protocols in immunology,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Current protocols in neuroscience,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Current topics in membranes,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Cytokine,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Cytokine & growth factor reviews,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Cytotherapy,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Data in brief,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Developmental dynamics : an official publication of the American Association of Anatomists,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Drug development research,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
EMBO molecular medicine,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
EXCLI journal,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Endocrine-related cancer,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Environmental toxicology,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Essays in biochemistry,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
European biophysics journal : EBJ,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
European heart journal,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
European respiratory review : an official journal of the European Respiratory Society,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
European surgical research. Europaische chirurgische Forschung. Recherches chirurgicales europeennes,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Experimental and molecular pathology,1,2017,2017,JIF,,,,,pending_licensed_jcr_lookup
Experimental dermatology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Experimental gerontology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Experimental neurobiology,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
Experimental neurology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
FEBS letters,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Folia neuropathologica,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Food & function,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in bioengineering and biotechnology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in cardiovascular medicine,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in endocrinology,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in integrative neuroscience,1,2015,2015,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in medicine,1,2019,2019,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in microbiology,1,2018,2018,JIF,,,,,pending_licensed_jcr_lookup
