journal,candidate_count,earliest_year,latest_year,metric_name,metric_value,metric_year,metric_source,verified_at,status
Biomaterials,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Biomaterials advances,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Computer methods and programs in biomedicine,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Computers in biology and medicine,4,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Current protocols,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Discover oncology,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
EMBO reports,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in immunology,4,2022,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in pharmacology,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Glia,4,2022,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of biological macromolecules,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of colloid and interface science,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of materials chemistry. B,4,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of the American Chemical Society,4,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
"Journal of the Royal Society, Interface",4,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of visualized experiments : JoVE,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Langmuir : the ACS journal of surfaces and colloids,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Mechanobiology in medicine,4,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Nanoscale,4,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature materials,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Results and problems in cell differentiation,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The EMBO journal,4,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of biological chemistry,4,2022,2026,JIF,,,,,pending_licensed_jcr_lookup
ACS biomaterials science & engineering,3,2023,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of respiratory cell and molecular biology,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,3,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Artificial organs,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Bioengineering (Basel, Switzerland)",3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Biology,3,2023,2026,JIF,,,,,pending_licensed_jcr_lookup
Biology open,3,2020,2026,JIF,,,,,pending_licensed_jcr_lookup
Biotechnology and bioengineering,3,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Briefings in bioinformatics,3,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Bulletin of mathematical biology,3,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Cancer cell international,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancers,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell biology international,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell death & disease,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Cytoskeleton (Hoboken, N.J.)",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cytotechnology,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
European biophysics journal : EBJ,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in physiology,3,2023,2026,JIF,,,,,pending_licensed_jcr_lookup
HardwareX,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of biochemical and molecular toxicology,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of cellular physiology,3,2020,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of microscopy,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of molecular histology,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of translational medicine,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Medical engineering & physics,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Micromachines,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Oncogene,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Oncology reports,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Pathology, research and practice",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Research (Washington, D.C.)",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Scientific data,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Tissue & cell,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
microPublication biology,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
npj biological physics and mechanics,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Advanced materials (Deerfield Beach, Fla.)",2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Advances in experimental medicine and biology,2,2023,2023,JIF,,,,,pending_licensed_jcr_lookup
Aging and disease,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of physiology. Cell physiology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Annals of biomedical engineering,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Annual review of physiology,2,2023,2026,JIF,,,,,pending_licensed_jcr_lookup
Bio Systems,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochemical and biophysical research communications,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochemical genetics,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Bioconjugate chemistry,2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Biofabrication,2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
"Bioinformatics (Oxford, England)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biology of reproduction,2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Biology of the cell,2,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Biomedical optics express,2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Biomedicines,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Biomolecules,2,2021,2026,JIF,,,,,pending_licensed_jcr_lookup
Biosensors & bioelectronics,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Bulletin of experimental biology and medicine,2,2023,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer research,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer research communications,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer science,2,2019,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell calcium,2,2023,2025,JIF,,,,,pending_licensed_jcr_lookup
Cell reports methods,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell systems,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cellular and molecular life sciences : CMLS,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Cellular physiology and biochemistry : international journal of experimental cellular physiology, biochemistry, and pharmacology",2,2021,2022,JIF,,,,,pending_licensed_jcr_lookup
Cellular signalling,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Chemical biology & drug design,2,2024,2025,JIF,,,,,pending_licensed_jcr_lookup
Chemistry & biodiversity,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Colloids and surfaces. B, Biointerfaces",2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Communications medicine,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current issues in molecular biology,2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in biomedical engineering,2,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in cell biology,2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Developmental biology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Ecotoxicology and environmental safety,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Environmental toxicology and pharmacology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Experimental cell research,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Experimental eye research,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Experiments in fluids,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in medicine,2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in molecular neuroscience,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in oncology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Genes,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
In vitro cellular & developmental biology. Animal,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Integrative and comparative biology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International dental journal,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International immunopharmacology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of biomaterials science. Polymer edition,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of biomechanics,2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of biomedical science,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of cancer research and clinical oncology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of controlled release : official journal of the Controlled Release Society,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of ethnopharmacology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of functional biomaterials,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of imaging,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of mathematical biology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of molecular and cellular cardiology,2,2022,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of nanobiotechnology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of ophthalmology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of orthopaedic research : official publication of the Orthopaedic Research Society,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of orthopaedic translation,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of the mechanical behavior of biomedical materials,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of thrombosis and haemostasis : JTH,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Materials (Basel, Switzerland)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Matrix biology : journal of the International Society for Matrix Biology,2,2024,2025,JIF,,,,,pending_licensed_jcr_lookup
MedComm,2,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Membranes,2,2022,2025,JIF,,,,,pending_licensed_jcr_lookup
"Microscopy (Oxford, England)",2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Microsystems & nanoengineering,2,2023,2024,JIF,,,,,pending_licensed_jcr_lookup
Molecular neurobiology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular systems biology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
NPJ systems biology and applications,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Nano letters,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Nanomaterials (Basel, Switzerland)",2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature cardiovascular research,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature protocols,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Naunyn-Schmiedeberg's archives of pharmacology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Oncology research,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
PLoS biology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
PLoS pathogens,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Pakistan journal of pharmaceutical sciences,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Phytotherapy research : PTR,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Placenta,2,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
STAR protocols,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Science immunology,2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Signal transduction and targeted therapy,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Small (Weinheim an der Bergstrasse, Germany)",2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Small methods,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Steroids,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of experimental biology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of physiology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
The Review of scientific instruments,2,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
The journal of physiological sciences : JPS,2,2024,2024,JIF,,,,,pending_licensed_jcr_lookup
Theranostics,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Translational cancer research,2,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Ultrasonics sonochemistry,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Vascular pharmacology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Zhongguo Zhong yao za zhi = Zhongguo zhongyao zazhi = China journal of Chinese materia medica,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Zhonghua kou qiang yi xue za zhi = Zhonghua kouqiang yixue zazhi = Chinese journal of stomatology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
ACS measurement science au,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
ACS omega,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
ACS sensors,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
ACS synthetic biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Acta biochimica Polonica,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Acta biochimica et biophysica Sinica,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Acta neuropathologica,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Acta of bioengineering and biomechanics,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
"Acta physiologica (Oxford, England)",1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Advanced biotechnology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Advanced functional materials,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Advances in protein chemistry and structural biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Ageing research reviews,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of respiratory and critical care medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Analytical and bioanalytical chemistry,1,2023,2023,JIF,,,,,pending_licensed_jcr_lookup
Analytical chemistry,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Analytical methods : advancing methods and applications,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Anatomical record (Hoboken, N.J. : 2007)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Angewandte Chemie (International ed. in English),1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Angiogenesis,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Annals of clinical and laboratory science,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Annual review of biomedical engineering,1,2024,2024,JIF,,,,,pending_licensed_jcr_lookup
Annual review of biophysics,1,2024,2024,JIF,,,,,pending_licensed_jcr_lookup
Annual review of cell and developmental biology,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Anticancer research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Antioxidants (Basel, Switzerland)",1,2024,2024,JIF,,,,,pending_licensed_jcr_lookup
Apoptosis : an international journal on programmed cell death,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Applied biochemistry and biotechnology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Applied optics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Arab journal of gastroenterology : the official publication of the Pan-Arab Association of Gastroenterology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Archives of biochemistry and biophysics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Arteriosclerosis, thrombosis, and vascular biology",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Autoimmunity,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
BMB reports,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC complementary medicine and therapies,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC medicine,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
BMC molecular and cell biology,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
BMC pulmonary medicine,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Bio-medical materials and engineering,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"BioFactors (Oxford, England)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Bioactive materials,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochemical Society transactions,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochemical pharmacology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochemistry and biophysics reports,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochimica et biophysica acta. Biomembranes,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Biochimica et biophysica acta. General subjects,1,2024,2024,JIF,,,,,pending_licensed_jcr_lookup
Bioinformatics advances,1,2023,2023,JIF,,,,,pending_licensed_jcr_lookup
Bioinspiration & biomimetics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biomacromolecules,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biomaterials research,1,2022,2022,JIF,,,,,pending_licensed_jcr_lookup
Biomaterials science,1,2023,2023,JIF,,,,,pending_licensed_jcr_lookup
"Biomedical materials (Bristol, England)",1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Biomedical microdevices,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
"Biomimetics (Basel, Switzerland)",1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Bioorganic chemistry,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Biophysical reviews,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Biophysics reports,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Bioresource technology,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Biotechnology journal,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Birth defects research,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Brain research,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Brazilian journal of medical and biological research = Revista brasileira de pesquisas medicas e biologicas,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Brazilian journal of otorhinolaryngology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer biology & medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer biology & therapy,1,2024,2024,JIF,,,,,pending_licensed_jcr_lookup
"Cancer immunology, immunotherapy : CII",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer letters,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell and tissue research,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Cell biochemistry and biophysics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell chemical biology,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Cell death discovery,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cellular immunology,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
"Cellular oncology (Dordrecht, Netherlands)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Chem & bio engineering,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Chemical & biomedical imaging,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Chemical science,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Chemistry of materials : a publication of the American Chemical Society,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Chinese journal of traumatology = Zhonghua chuang shang za zhi,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Chonnam medical journal,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Circulation. Genomic and precision medicine,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Clinical & experimental metastasis,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Clinical breast cancer,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Clinical ophthalmology (Auckland, N.Z.)",1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Communications engineering,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Communications physics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Comptes rendus biologies,1,2021,2021,JIF,,,,,pending_licensed_jcr_lookup
Computational and structural biotechnology journal,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Computational biology and chemistry,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Critical reviews in oncology/hematology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cryobiology,1,2024,2024,JIF,,,,,pending_licensed_jcr_lookup
Current cancer drug targets,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current eye research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in genetics & development,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in nephrology and hypertension,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Current topics in developmental biology,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Current topics in membranes,1,2023,2023,JIF,,,,,pending_licensed_jcr_lookup
"Cyborg and bionic systems (Washington, D.C.)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cytometry. Part A : the journal of the International Society for Analytical Cytology,1,2023,2023,JIF,,,,,pending_licensed_jcr_lookup
DNA and cell biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Daru : journal of Faculty of Pharmacy, Tehran University of Medical Sciences",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Dental materials journal,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Digestive diseases and sciences,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Drug design, development and therapy",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Einstein (Sao Paulo, Brazil)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Entropy (Basel, Switzerland)",1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
"Environmental pollution (Barking, Essex : 1987)",1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Environmental research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Environmental toxicology,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Epigenomics,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
European journal of cell biology,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
European journal of histochemistry : EJH,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
European journal of medical research,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
