journal,candidate_count,earliest_year,latest_year,metric_name,metric_value,metric_year,metric_source,verified_at,status
Biophysical reviews,6,2023,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in bioengineering and biotechnology,6,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in cardiovascular medicine,6,2022,2026,JIF,,,,,pending_licensed_jcr_lookup
Mechanobiology in medicine,6,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Nanoscale,6,2023,2026,JIF,,,,,pending_licensed_jcr_lookup
PloS one,6,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of investigative dermatology,6,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Tissue & cell,6,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
ACS sensors,5,2024,2025,JIF,,,,,pending_licensed_jcr_lookup
APL bioengineering,5,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Acta biochimica et biophysica Sinica,5,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Analytical methods : advancing methods and applications,5,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Annals of biomedical engineering,5,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Arteriosclerosis, thrombosis, and vascular biology",5,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC cancer,5,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Biology open,5,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer letters,5,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer research,5,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell death & disease,5,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Discover oncology,5,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in medicine,5,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in oncology,5,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
International immunopharmacology,5,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature cell biology,5,2023,2026,JIF,,,,,pending_licensed_jcr_lookup
Physical review. E,5,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Stem cell research & therapy,5,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
The EMBO journal,5,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of physiology,5,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Tissue engineering. Part A,5,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Translational oncology,5,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Trends in cell biology,5,2023,2026,JIF,,,,,pending_licensed_jcr_lookup
Advances in experimental medicine and biology,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of physiology. Cell physiology,4,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of physiology. Heart and circulatory physiology,4,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of respiratory cell and molecular biology,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Analytica chimica acta,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Analytical chemistry,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Biosensors & bioelectronics,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Circulation research,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Computer methods and programs in biomedicine,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cureus,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Cytoskeleton (Hoboken, N.J.)",4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
European biophysics journal : EBJ,4,2022,2026,JIF,,,,,pending_licensed_jcr_lookup
FASEB journal : official publication of the Federation of American Societies for Experimental Biology,4,2022,2026,JIF,,,,,pending_licensed_jcr_lookup
"Gels (Basel, Switzerland)",4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Human mutation,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Nano letters,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature methods,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Respiratory research,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
STAR protocols,4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Science (New York, N.Y.)",4,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
The FEBS journal,4,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Angewandte Chemie (International ed. in English),3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"BioEssays : news and reviews in molecular, cellular and developmental biology",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochimica et biophysica acta. Biomembranes,3,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochimica et biophysica acta. Molecular basis of disease,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Bioinformatics (Oxford, England)",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biology,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Biomimetics (Basel, Switzerland)",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biophysical reports,3,2023,2026,JIF,,,,,pending_licensed_jcr_lookup
Biophysics and physicobiology,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biosensors,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Bone research,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Briefings in bioinformatics,3,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer medicine,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancers,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell death discovery,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cellular and molecular life sciences : CMLS,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Cellular oncology (Dordrecht, Netherlands)",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cellular signalling,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Clinical and experimental medicine,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Colloids and surfaces. B, Biointerfaces",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Computational biology and chemistry,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Current opinion in plant biology,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Developmental biology,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Diagnostics (Basel, Switzerland)",3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
EMBO reports,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Experimental eye research,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Horticulture research,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
International dental journal,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Investigative ophthalmology & visual science,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
JCI insight,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Journal of applied physiology (Bethesda, Md. : 1985)",3,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of biomechanical engineering,3,2022,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of biomedical materials research. Part A,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of clinical ultrasound : JCU,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of controlled release : official journal of the Controlled Release Society,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of experimental botany,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of functional biomaterials,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of leukocyte biology,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of molecular recognition : JMR,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of the mechanical behavior of biomedical materials,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Life science alliance,3,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Medical engineering & physics,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular genetics and genomics : MGG,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Nanoscale advances,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature,3,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature materials,3,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature nanotechnology,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
PLoS pathogens,3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Physical chemistry chemical physics : PCCP,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Phytomedicine : international journal of phytotherapy and phytopharmacology,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Protein science : a publication of the Protein Society,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Research (Washington, D.C.)",3,2023,2026,JIF,,,,,pending_licensed_jcr_lookup
Small methods,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"The European physical journal. E, Soft matter",3,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of biological chemistry,3,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Theranostics,3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Tissue engineering. Part B, Reviews",3,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
ACS applied bio materials,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Aesthetic plastic surgery,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of physiology. Lung cellular and molecular physiology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Antioxidants (Basel, Switzerland)",2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Archives of microbiology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC oral health,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
BMC plant biology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochemical genetics,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochemical pharmacology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biochimica et biophysica acta. Reviews on cancer,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Biological trace element research,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biology of the cell,2,2023,2025,JIF,,,,,pending_licensed_jcr_lookup
"Biomedical materials (Bristol, England)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biomedical optics express,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Breast cancer (Dove Medical Press),2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Bulletin of experimental biology and medicine,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Burns : journal of the International Society for Burn Injuries,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Calcified tissue international,2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer cell,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer cell international,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cancer metastasis reviews,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell biology international,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell proliferation,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell reports methods,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell reports. Medicine,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cell structure and function,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Cells & development,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cellular & molecular biology letters,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Clinical & translational oncology : official publication of the Federation of Spanish Oncology Societies and of the National Cancer Institute of Mexico,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Clinical and translational medicine,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Clinical biomechanics (Bristol, Avon)",2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Cold Spring Harbor perspectives in biology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Communications chemistry,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Computational and structural biotechnology journal,2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Computers in biology and medicine,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Current issues in molecular biology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Current research in physiology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Current topics in developmental biology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Development, growth & differentiation",2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
European journal of cell biology,2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
European journal of pharmacology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Food research international (Ottawa, Ont.)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in molecular biosciences,2,2023,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in pharmacology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Frontiers in plant science,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Genes,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Immunology letters,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Inflammation research : official journal of the European Histamine Research Society ... [et al.],2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of biological sciences,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of medical sciences,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of nanomedicine,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
International journal of pharmaceutics,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of Zhejiang University. Science. B,2,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Journal of advanced research,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of anatomy,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of assisted reproduction and genetics,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of bacteriology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of biochemistry,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of biomedical science,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of ethnopharmacology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of experimental & clinical cancer research : CR,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Journal of immunology (Baltimore, Md. : 1950)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of innate immunity,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of materials chemistry. B,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of microscopy,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of molecular cell biology,2,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Journal of molecular modeling,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of orthopaedic translation,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Journal of the American Society of Nephrology : JASN,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Journal of the Royal Society, Interface",2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Kidney international,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Materials horizons,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Matrix biology : journal of the International Society for Matrix Biology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
MedComm,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Medicine,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Methods in cell biology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Microcirculation (New York, N.Y. : 1994)",2,2024,2026,JIF,,,,,pending_licensed_jcr_lookup
Micromachines,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Micron (Oxford, England : 1993)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Microorganisms,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular and cellular biochemistry,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Molecular medicine reports,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Molecules (Basel, Switzerland)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
NPJ systems biology and applications,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature aging,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature immunology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Nature physics,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Neuron,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Nucleus (Austin, Tex.)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Oncology letters,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Orthopaedic surgery,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
PLoS genetics,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
PNAS nexus,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
"Pathology, research and practice",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Pathophysiology : the official journal of the International Society for Pathophysiology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Pharmaceuticals (Basel, Switzerland)",2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Physical review letters,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Physics of life reviews,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Plant science : an international journal of experimental plant biology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Polymers,2,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Progress in biophysics and molecular biology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
RSC advances,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Results and problems in cell differentiation,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Retina (Philadelphia, Pa.)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Retinal cases & brief reports,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Revista da Associacao Medica Brasileira (1992),2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Science China. Life sciences,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Science translational medicine,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Sensors (Basel, Switzerland)",2,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Signal transduction and targeted therapy,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Small science,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Stem cells (Dayton, Ohio)",2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Sub-cellular biochemistry,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Survey of ophthalmology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The Journal of experimental medicine,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The New phytologist,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
The Plant journal : for cell and molecular biology,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
Trends in endocrinology and metabolism: TEM,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Trends in immunology,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Virulence,2,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
mBio,2,2025,2026,JIF,,,,,pending_licensed_jcr_lookup
ACS applied nano materials,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
ACS macro letters,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
ACS pharmacology & translational science,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Acta histochemica,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Acta histochemica et cytochemica,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Acta medica (Hradec Kralove),1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Acta medica Philippina,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Acta physiologica (Oxford, England)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Advanced biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Advanced drug delivery reviews,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"Advanced intelligent systems (Weinheim an der Bergstrasse, Germany)",1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Advances in clinical and experimental medicine : official organ Wroclaw Medical University,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Advances in colloid and interface science,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Advances in respiratory medicine,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Ageing research reviews,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Aging and disease,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Aging cell,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
American journal of hypertension,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
"American journal of orthodontics and dentofacial orthopedics : official publication of the American Association of Orthodontists, its constituent societies, and the American Board of Orthodontics",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
"American journal of reproductive immunology (New York, N.Y. : 1989)",1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
American journal of translational research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Andrology,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Anesthesia progress,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Animal cells and systems,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Animal reproduction,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Annals of vascular surgery,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Annual review of cell and developmental biology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Anticancer research,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Antioxidants & redox signaling,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Apoptosis : an international journal on programmed cell death,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Applied and environmental microbiology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Applied biochemistry and biotechnology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Applied microbiology and biotechnology,1,2026,2026,JIF,,,,,pending_licensed_jcr_lookup
Archiv der Pharmazie,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
Archives of biochemistry and biophysics,1,2025,2025,JIF,,,,,pending_licensed_jcr_lookup
